date,amount
2020-07-01,0.494
2020-08-03,0.29
2020-09-01,0.453
2020-10-01,0.435
2020-11-02,0.515
2020-12-01,0.5
2020-12-30,0.543
2021-02-01,0.263
2021-03-01,0.321
2021-04-01,0.348
2021-05-03,0.374
2021-06-01,0.314
2021-07-01,0.395
2021-08-02,0.257
2021-09-01,0.339
2021-10-01,0.343
2021-11-01,0.366
2021-12-01,0.383
2021-12-30,0.459
2022-02-01,0.382
2022-03-01,0.462
2022-04-01,0.588
2022-05-02,0.468
2022-06-01,0.516
2022-07-01,0.621
2022-08-01,0.495
2022-09-01,0.559
2022-10-03,0.481
2022-11-01,0.606
2022-12-01,0.61
2022-12-29,0.573
2023-02-01,0.444
2023-03-01,0.411
2023-04-03,0.445
2023-05-01,0.425
2023-06-01,0.365
2023-07-03,0.359
2023-08-01,0.29
2023-09-01,0.338
2023-10-02,0.363
2023-11-01,0.359
2023-12-01,0.39
2023-12-28,0.428
2024-02-01,0.301
2024-03-01,0.301
2024-04-01,0.345
2024-05-01,0.326
2024-06-03,0.36
2024-07-01,0.33
2024-08-01,0.289
2024-09-03,0.4
2024-10-01,0.392
2024-11-01,0.375
2024-12-02,0.402
2024-12-31,0.395
2025-02-03,0.326
2025-03-03,0.328
2025-04-01,0.408
2025-05-01,0.488
2025-06-02,0.54
2025-07-01,0.4
2025-08-01,0.358
2025-09-02,0.368
2025-10-01,0.361
2025-11-03,0.346
2025-12-01,0.371
2025-12-31,0.427
2026-02-02,0.344
2026-03-02,0.351
2026-04-01,0.421
2026-05-01,0.448
2026-06-01,0.389
2026-07-01,0.387
